,name,url,street,locality,state,postal,description,rating
290,Radisson Hotel Corning,https://www.radissonhotels.com/en-us/hotels/radisson-corning,125 Denison Parkway E,                                        Corning,New York14830,-2786," Positioned in the heart of the Gaffer District, Radisson Hotel Corning offers stylish rooms near shopping and dining on Market Street. Take a 15-minute walk from our hotel to the world-famous Corning Museum of Glass, which displays inspiring glassworks and offers daily glassblowing demonstrations. Known as the gateway to the Southern Finger Lakes, Corning is less than an hour from more than 100 Finger Lakes-region wineries. Our location just off Exit 47 on I-86 also provides an easy drive to popular nearby cities like Big Flats, Hammondsport, and Watkins Glen.Situated only 12 miles from Elmira Corning Regional Airport (ELM), our convenient hotel helps business travelers stay productive with amenities like express check-out and free Wi-Fi. When you’re ready to unwind, soak in the outdoor hot tub or work out in the fitness center. You can also grab a delicious meal easily at our on-site restaurants. After spending the day at the Corning Museum of Glass, enjoy a restful night’s sleep in one of our modern rooms and suites. Unwind on comfortable beds with plush pillows and down comforters while you watch an HBO movie on the flat-screen TV. In the morning, grab a cold drink from the mini fridge on your way out for a day of shopping on Market Street, right by the hotel. Radisson Hotel Corning offers more than 10,000 square feet of flexible event space that’s perfectly suited for meetings and conferences. Use our complimentary audiovisual equipment to make your presentation stand out, and take advantage of seven conference rooms that are ideal for breakout sessions.Planning a wedding or social event? The Finger Lakes Ballroom provides an elegant setting for receptions of up to 650 guests. Our staff can work with you to arrange delicious, customized hors d’oeuvres or a sit-down dinner menu. For a delicious breakfast, lunch, or dinner, dine at our on-site restaurant, Grill 1-2-5. You can enjoy classic American cuisine like steaks and seafood in our beautiful, naturally lit dining room. Kids 12 and under eat free from our children’s menu with the purchase of an adult meal. Interested in lighter options? The Steuben Bar offers an all-day dining menu including a selection of appetizers, burgers, and sandwiches. You can also order a local craft beer or a glass of wine from our extensive selection of Finger Lakes Wine Country vintages.Our hotel is also within walking distance of more than 40 restaurants, which offer a wide variety of options including pizza, seafood, curry, and sushi. Our location right off the city’s main street lets you walk to the many nearby theaters, boutique shops, and eating establishments. You can also spend the day exploring the National Soaring Museum’s collections of military and competitive motorless aircraft or visiting the Corning Museum of Glass to see centuries of glass art. Don’t miss these favorites during your stay:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
291,"Country Inn & Suites by Radisson, Cortland, NY",https://www.radissonhotels.com/en-us/hotels/country-inn-cortland-ny,3707 Route 281,                                        Cortland,New York,13045," Whether you’re in town for your SUNY Cortland student’s senior graduation or you’re on a family trip to the Finger Lakes, you can find comfortable hotel accommodations at the Country Inn & Suites by Radisson, Cortland, NY. Our convenient location near I-81 is just a walk away from the campus of SUNY Cortland and close to area restaurants, shopping opportunities, and businesses like Gutchess Lumber and Pall.Each morning, our free, hot breakfast features a variety of items to fill you up for your busy day. When you return to the hotel, you can grab a complimentary cookie in the lobby or swim some laps in the indoor pool. If you’re here for work, laundry facilities help keep you looking your best and a 24-hour business center provides a place for you to catch up on office duties. For guests who want to keep up with their workout routine, our on-site fitness center is open 24 hours. Before you head out for the day, use the free Wi-Fi to research area attractions or view a virtual map of the SUNY Cortland campus. Each room and suite also features a refrigerator and a microwave so you can store and prepare your family's favorite snacks. Equipped with amenities like free high-speed internet access and an LCD projector, our 1,100-square-foot meeting room is perfect for wedding receptions, conferences, and seminars. In addition to excellent group rates, we offer a personalized web page to enhance your event. Situated about 35 minutes south of Syracuse and 20 minutes northeast of Ithaca, Cortland is located in the famous Finger Lakes region, an area known for its wide array of vineyards and wineries. Outdoor recreation opportunities are also abundant, with skiing, snowboarding, fishing, and golfing all within an easy drive of the hotel. Don't miss these family favorites:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
292,Radisson Hotel Niagara Falls-Grand Island,https://www.radissonhotels.com/en-us/hotels/radisson-grand-island-niagara,100 Whitehaven Road,                                        Grand Island,New York,14072," Located on the banks of the upper Niagara River, Radisson Hotel Niagara Falls-Grand Island offers comfortable rooms and suites with walk-out balconies commanding countryside or river views. Stay just a 20-minute drive from the spectacular cascades of Niagara Falls State Park. If you have business in Buffalo, NY, you can be at the convention center or downtown offices in just 20 minutes. Closer to our quiet hotel are family-friendly attractions like Fantasy Island amusement park and Beaver Island’s beach and kayak launches.Our extensive event spaces and waterside gazebo provide the perfect setting for a conference or wedding. Before or after a busy day, take a dip in the indoor or outdoor pool, both of which overlook the river, or use the well-equipped fitness center. You also can admire the view over cocktails or a meal at our on-site restaurant, and then capture all the highlights of your stay by using free Wi-Fi to upload your photos. Each of our hotel’s 263 spacious rooms and suites includes a walk-out balcony facing the island’s countryside or the upper Niagara River. Upgrade to Business Class to enjoy extras like a complimentary breakfast and drink vouchers. Our suites offer extra space to sleep and relax during your visit to the Niagara Falls area as well as perks like a whirlpool or a second TV. Plan a waterside wedding in our gazebo or a business function in one of the 12 meeting rooms at the Radisson. Our 28,000-square-foot meeting space accommodates up to 750 guests, and our helpful staff is available to assist you with on-site catering. For meetings, take advantage of free Wi-Fi, audiovisual rentals, and water service to keep your guests refreshed.                                 Let the Niagara River be the backdrop for your meal at our hotel’s on-site restaurant and lounge. Offering a seasonal breakfast buffet and casual American-style dinners, Currents Restaurant is a great place to begin and end your day. Visit the lounge for our weekday happy hour specials, and if you’re staying for the weekend, be sure to try the restaurant’s Friday fish fry. The immense cascades at Niagara Falls State Park, less than 12 miles from our hotel, are the area’s biggest attraction, but you don’t have to leave Grand Island for family fun. Fantasy Island has classic rides and a water park, and Beaver Island State Park offers swimming, kayaking, and golf. The Buffalo Zoo and city museums are also nearby. Add these favorites to your itinerary:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.0-MCID-5.svg
293,Radisson Hotel Hauppauge-Long Island,https://www.radissonhotels.com/en-us/hotels/radisson-hauppauge-long-island,110 Vanderbilt Motor Parkway,                                        Hauppauge,New York,11788," Conveniently situated near Long Island Innovation Park at Hauppauge, Radisson Hotel Hauppauge-Long Island offers guests easy access to the Long Island Expressway (I-495) and is less than 20 minutes from Brentwood Train Station (LIRR) and Long Island MacArthur Airport (ISP). If you’re arriving from John F. Kennedy International Airport (JFK) or LaGuardia Airport (LGA), you can reach the hotel in about 40 minutes. During your stay, take the train into New York City to enjoy the best of the Big Apple. After a busy day, return to the hotel for a relaxing soak in the indoor pool or for a drink at the on-site Spiritz Lounge. Amenities like complimentary parking, plush bedding, and free Wi-Fi allow you to feel at home. You can keep up with work and emails at our business center and stick to your exercise routine at the on-site fitness center. Our hotel’s 209 rooms and suites offer amenities to help make your trip more convenient, such as free Wi-Fi, a flat-screen TV, and comfortable bedding. Brew a fresh cup of coffee with the in-room coffeemaker before sitting down at the L-shaped work desk to finish a big project. Located near the North Shore of Long Island and about 10 miles from the MacArthur airport, the Radisson is a premier location for business meetings and corporate functions. Our 18,500-square-foot venue provides plenty of space for special occasions like weddings, anniversaries, and holiday celebrations. Meeting planners can take advantage of catering services, on-site floral services, and audiovisual equipment. Enjoy a casual breakfast, lunch, or dinner next to the atrium’s waterfall when you visit Fountain Grille. If you need a quick bite to eat before a meeting, you can stop by Café Pronto, which serves Starbucks® coffee, freshly baked pastries, sandwiches, and other snacks. When you’re ready to wrap up the end of your week, join us for an after-dinner cocktail at Spiritz Lounge. Interested in outdoor adventure? Conveniently located near our hotel, attractions like Smith Point, Jones Beach, and Sunken Meadow State Park make for an exciting day of exploration. New York City, just a short train or car ride away, is home to an array of cultural attractions, entertainment destinations, and restaurants. Make time to visit these points of interest:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/2.0-MCID-5.svg
294,"Country Inn & Suites by Radisson, Big Flats (Elmira), NY",https://www.radissonhotels.com/en-us/hotels/country-inn-big-flats-elmira-ny,105 E Mall Road,                                        Horseheads,New York,14845," Plan a relaxing getaway with family or friends at the newly renovated Country Inn & Suites by Radisson, Big Flats (Elmira), NY, conveniently located in the heart of Finger Lakes Wine Country. Elmira Corning Regional Airport (ELM) and I-86 provide easy access to our hotel. You can fill your itinerary with stops at the Corning Museum of Glass, Arnot Mall, and the National Soaring Museum. Start each day with our free, hot breakfast and treat yourself to complimentary coffee and cookies each time you pass through the lobby. We offer a 24-hour business center and a fitness center for guests. Stretch out your vacation days with a swim in the heated indoor pool, and connect to free Wi-Fi throughout the building to post pictures to social media and plan your next adventure. Feel at home in our modern hotel rooms, which offer free Wi-Fi and 32-inch flat-screen TVs. Keep your favorite new wines chilled in the fridge, make snacks using the microwave, and stay caffeinated with the in-room coffeemaker. We offer a variety of suites with additional bedrooms, living areas, or sleeper sofas to accommodate groups and families. Need a small gathering space for family or associates? Our flexible meeting room near the ELM airport can comfortably accommodate 10 guests. If you need something larger, we can help you find an appropriate venue and reserve a special room block for your group. Take in the beauty of rolling hills and manicured vineyards characteristic of the scenic Finger Lakes region. Our hotel in Horseheads is an ideal home base for vacationing groups visiting the Mark Twain Study and Exhibit and the Chemung County Historical Society. While you’re here, be sure to visit Watkins Glen, known for its gorgeous state park and world-famous racetrack. Consider these attractions for your itinerary:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
295,"Country Inn & Suites by Radisson, Ithaca, NY",https://www.radissonhotels.com/en-us/hotels/country-inn-ithaca-ny,1100 Danby Road - Route 96B,                                        Ithaca,New York,14850," Whether you’re visiting for business, taking a family vacation, or touring one of the nearby schools, the Country Inn & Suites by Radisson, Ithaca, NY offers you a convenient location just off State Route 96B. When you book a room at our hotel, you can explore downtown attractions, hike the trails of nearby Buttermilk Falls State Park, or arrange for a waterfall tour with Experience! The Finger Lakes. We offer complimentary shuttle service to local businesses and attractions in case you want a convenient way to catch a Cornell University or Ithaca College game. Ithaca is one end of the Cayuga Lake Wine Trail, a perfect way to spend the day traveling to 16 wineries dotted along the lake.After exploring the area’s natural wonders, stop by our lobby for complimentary coffee, cookies, and candy for a quick snack. You can head to the accessible indoor pool to unwind or visit our fitness center for a cardio workout. Our friendly staff is happy to offer directions to local attractions, or you can use the free Wi-Fi to map out your travels. If you’re traveling with a pet, ask us about our pet-friendly suites. Choose one of our rooms or suites as your base of operations for your next vacation or business trip to Ithaca. You can use the free Wi-Fi to map out your travels, heat snacks in a microwave, or chill your drinks in a refrigerator. If you’re planning a wedding reception, graduation party, or business seminar, our hotel has a 1,600-square-foot meeting room that can accommodate up to 100 guests. You can count on professional sound and light services, free parking for your guests, and free Wi-Fi for your presentations. We offer a private web page for your event, and you can request a block of room reservations for your guests. One of the nation's premier college towns, Ithaca is home to Cornell University and Ithaca College. Ithaca brims with innovative and creative attractions, from the vitality of Ithaca Commons to the engaging exhibits at Sciencenter. Cayuga Lake, endless waterfalls, and dramatic gorges offer countless reasons to enjoy the wonders of nature. Don’t miss these local favorite attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
296,Radisson Hotel JFK Airport,https://www.radissonhotels.com/en-us/hotels/radisson-jamaica-jfk-airport,135-30 140th Street,                                        Jamaica,New York,11436," Located 15 miles southeast of Times Square in Jamaica, Queens, Radisson Hotel JFK Airport is the ideal nearby stopover for guests flying into New York through America's fifth-busiest airport. Take a five-minute ride to the hotel on our free 24-hour airport shuttle, and then head out to explore world-famous attractions like One World Trade Center and the Statue of Liberty.New York has a lot to offer, and we help you navigate your options with a concierge, on-site car rental services, and our tour and airline desks. Whether you’re here for vacation, business, or a long layover, you can stay productive and connected with free Wi-Fi. You can even keep up with your workouts in our fitness center after a day full of meetings in our on-site venue. If you’d like to unwind with a bite to eat or a refreshing cocktail, stop by our on-site restaurant and lounge, Connections.  Each of our 385 rooms and suites provides comfort and convenience, whether you're relaxing with a pay-per-view movie or preparing for a meeting at the in-room work desk. Upgrade to our premium options to enjoy extra space and amenities such as an in-room microwave and refrigerator. Situated about five minutes from the JFK airport and close to Midtown Manhattan, the Radisson offers a convenient location for business meetings, corporate functions, or personal events. Our 5,000 square feet of event space includes meeting rooms, a boardroom, and a ballroom. Host up to 300 guests, and impress them with superb catering and thought-provoking audiovisual presentations.                                 Satisfy your appetite in the Big Apple when you stop by Connections, our on-site restaurant and lounge. Enjoy munching on tasty American cuisine for breakfast, lunch, or dinner in a casual atmosphere. In the evening, visit our lounge to sip happy hour specials before dinner or share late-night beers and cocktails with colleagues. Our Radisson hotel, located just 15 miles from Midtown Manhattan, places you within driving distance of most of NYC’s iconic sights. Don’t have a car? We can help you locate and secure transportation options. Be sure to check out these popular destinations:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-MCID-5.svg
297,"Country Inn & Suites by Radisson, Syracuse North Airport, NY",https://www.radissonhotels.com/en-us/hotels/country-inn-liverpool-ny,401 7th North Street,                                        Liverpool,New York,13088," For a quiet and comfortable place to stay outside the bustle of downtown Syracuse, book a room at the Country Inn & Suites by Radisson, Syracuse North Airport, NY. Located at the intersection of I-81 and I-90 in Liverpool, our hotel puts you less than two miles from name-brand retailers at Destiny USA and only three miles from Syracuse Hancock International Airport (SYR). Business guests appreciate our proximity to the trade shows at Empire Expo Center, and families love being near the festivals at Onondaga Lake and the diverse animals at Rosamond Gifford Zoo.After a day of meetings or exploring central New York, return to the hotel and recharge with free cookies and coffee in the lobby. You can work out in our on-site fitness center or put the finishing touches on a presentation in the business center before hosting a meeting in our event venue. Our 76 hotel rooms include microwaves and refrigerators so you can bring your favorite snacks and drinks on your trip to New York. Stream music or video chat with friends using free Wi-Fi, and catch a movie on HBO while enjoying a cup of coffee from the in-room coffeemaker. Host small training sessions, birthday celebrations, or presentations for up to 36 people in our 340-square-foot meeting room, conveniently situated off I-81 and three miles from the SYR airport. Support your event with free Wi-Fi and other audiovisual aids, and ask our team to arrange the room in a configuration that meets your needs. Cheer on the Syracuse Chiefs at NBT Bank Stadium, or browse the 250 stores at Destiny USA, home to numerous restaurants, an antique carousel, and the WonderWorks amusement park. Travel a short distance to enjoy these additional attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
298,"Country Inn & Suites by Radisson, Mount Morris, NY",https://www.radissonhotels.com/en-us/hotels/country-inn-mount-morris-ny,130 N Main Street,                                        Mt. Morris,New York,14510," Come explore the natural beauty of Letchworth State Park, less than five minutes from the Country Inn & Suites by Radisson, Mount Morris, NY. Located near I-390, our hotel provides easy access to the park's stunning views as well as the charming Mt. Morris area. Spend an afternoon visiting the Jell-O Gallery or National Warplane Museum before heading to a wine tasting at Deer Run Winery. For guests traveling with family, be sure to make a trip to Hidden Valley Animal Adventure for a guided safari tour.Wake up each morning with a free, hot breakfast, and treat yourself to an invigorating workout in our fitness center. After a day of adventure, you can relax at the hotel with free Wi-Fi and enjoy a soak in our hot tub. After hiking in Letchworth State Park, unwind in one of our comfortable rooms or suites with free Wi-Fi and an in-room microwave and refrigerator. In the morning, wake up with a fresh cup of coffee before enjoying our free, hot breakfast. For those traveling with pets, a limited number of pet-friendly rooms are available. Host your business meeting or social event in our 420-square-foot meeting space, featuring free Wi-Fi, audiovisual equipment, and refreshments. For larger events, the adjacent Genesee River Restaurant and Reception Center offers space for up to 1,000 guests. Take a day trip to Hidden Valley Animal Adventure for a guided trolley tour through 60 acres packed with different exotic and domestic animals or drive about 40 miles to see Niagara Falls firsthand. Mt. Morris offers its own blend of attractions best experienced at these local favorites:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
299,Radisson Hotel New Rochelle,https://www.radissonhotels.com/en-us/hotels/radisson-new-rochelle,One Radisson Plaza,                                        New Rochelle,New York,10801," For access to NYC without the hassle of staying in the city, reserve a comfortable room or suite at Radisson Hotel New Rochelle, situated off I-95 just north of New York City. Commuting is a breeze thanks to the hotel’s location near the Metro-North Railroad and Amtrak station, only a 10-minute walk away, and LaGuardia Airport (LGA), about a 20-minute drive away. You can also walk about eight minutes to find fun activities at New Roc City, an entertainment and shopping complex. Other New Rochelle attractions are within a 15-minute drive of the hotel.Whether you’re flying into the LGA airport or John F. Kennedy International Airport (JFK), we can help you arrange a Red Dot Airport Shuttle to the hotel. Once you’re here, use free Wi-Fi to check in with the office or home. Afterward, unwind with a workout in the fitness center or a dip in the outdoor pool. If you need a meal, be sure to check out our room service and our on-site restaurant, NoMa Social. Our comfortable rooms and suites feature sleek styling and convenient amenities like free Wi-Fi and fridges. If you need to work, you can get comfortable in an ergonomic chair and pull up to the large desk. Special options like a microwave and a view of the Long Island Sound are available upon request. To fuel up for your day, take advantage of our breakfast-for-a-buck offer when you reserve a room. Take advantage of our 6,400-square-foot meeting facilities to host events for up to 250 guests. Our professional staff can help you plan the details of your event and choose the right space, such as our Social Room, which makes an elegant venue for large gatherings. Let our expert chef prepare the perfect menu for your banquet or reception.                                     Dreaming of breakfast in bed or need to work through lunch? Order something delicious from the light room service menu.                                 Located on site, NoMa Social serves Mediterranean-inspired dishes and tapas in a chic dining room. Pair your meal with a selection from the restaurant’s extensive wine and beer menu, or opt for a signature sangria and a few small-plate appetizers. Later, unwind at the NoMa Social Lounge with music and late-night drinks. With a location close to I-95 and New Rochelle Station, the Radisson makes it easy to venture into NYC to experience the sights and sounds of the Big Apple. You can also explore the coast at Glen Island Park and City Island, both within five miles of the hotel. Don’t miss these favorites during your stay:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/3.5-MCID-5.svg
300,Radisson Hotel New York Midtown-Fifth Avenue,https://www.radissonhotels.com/en-us/hotels/radisson-new-york-midtown,25 W 51st Street,                                        New York City,New York,10019," A stay at Radisson Hotel New York Midtown-Fifth Avenue places you in the heart of Manhattan and an easy walk from NYC's top attractions, including Radio City Music Hall, Rockefeller Center, the Museum of Modern Art, Times Square, and Central Park. Start each morning with an exhilarating workout on a Peloton Bike in our fitness center, and then walk to the famed shops on Fifth Avenue. If you're here for work, our hotel is convenient to NBCUniversal, Deloitte, UBS, and Morgan Stanley. The nearby Fifth Avenue–53rd Street subway station is served by the E and M trains, and the 47–50th Street Rockefeller Center Station is served by the B, D, F, and M trains, making it easy to explore the rest of the city. When you reserve one of our 230 hotel rooms and suites, you’ll enjoy complimentary amenities like a Keurig® brewing machine, bottled water and one GB of Wi-Fi. For a longer stay, opt for a studio suite featuring a well-equipped kitchenette with a microwave, a refrigerator and dishware. From breakfast in bed to dinner at your desk, any meal can be enjoyed in the comfort of your guest room or suite with our convenient room service.                                 For a bird’s-eye view of some of Midtown’s most popular streets, head to our seventh-floor restaurant, Terrace Club, where you can take in the cityscape along with a delicious American-style breakfast and a Tex-Mex favorite for lunch and dinner. Want to relax with friends after a busy day? Order a round of drinks from the bar to enjoy as you chat outside on the terrace. From the bright lights of Times Square to the magical skyline view at the Top of the Rock observation deck, New York’s most popular borough has something for everyone. Visit the Museum of Modern Art, stroll past the elaborate store windows on 5th Avenue, take in the majestic spires of St. Patrick’s Cathedral and pose for selfies in front of Rockefeller Center. End your day with a hit Broadway show or a concert at Radio City Music Hall. Don’t miss out on these world-famous attractions:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
301,Radisson Hotel New York Times Square,https://www.radissonhotels.com/en-us/hotels/radisson-new-york-times-square,525 8th Avenue,                                        New York City,New York,10018," Located just two blocks from Madison Square Garden and Penn Station, Radisson Hotel New York Times Square is ideal for travelers craving easy access to businesses and tourist destinations. Walk to Hudson Yards for a day of shopping or Times Square for a Broadway show. Our hotel also puts you near great restaurants where you can treat yourself to a slice of pizza, a bagel or a formal sit-down dinner. The nearby subway station makes it easy to explore Chelsea, Hell’s Kitchen and Lincoln Center before wrapping up your day at our hotel’s rooftop bar, which overlooks the Empire State Building and the Hudson River. With thoughtful touches like free Wi-Fi and mini fridges, our 320 rooms provide a welcoming retreat. Order room service for a late-night snack before climbing into your plush bed for a good night’s sleep. In the morning, enjoy a cup of coffee in your pajamas thanks to an in-room coffeemaker. Traveling for work? Book our Business Class room for perks like complimentary breakfast and additional Radisson Rewards points. Prepare your team for trade shows and corporate events at the nearby Jacob K. Javits Convention Center with a brainstorming session in our 375-square-foot boardroom. Our meeting space can accommodate up to 12 guests, and you can use high-speed Internet to check in with the office. For sky-high views of NYC, head to our rooftop bar and lounge to enjoy gorgeous views of the Empire State Building and Hudson Yards. Want to stay grounded? Our lobby-level restaurant serves breakfast, lunch, and dinner to satisfy your palate anytime. Room service is also available so you can enjoy a meal in the comfort of your guest room. You can discover a multitude of exciting things to do around the clock in Midtown New York, from snapping selfies in the neon glow of Times Square to shopping or dining at the dynamic Hudson Yards. Head to the Empire State Building for panoramic views of the city, or enjoy a leisurely stroll along the Hudson River. You can also catch a basketball game or concert at Madison Square Garden, just two blocks away, or take a short walk to the subway to explore Lower and Upper Manhattan and Brooklyn attractions.",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
302,Radisson Hotel New York Wall Street,https://www.radissonhotels.com/en-us/hotels/radisson-new-york-wall-street,52 William Street,                                        New York City,New York,10005," Stay at Radisson Hotel New York Wall Street to experience the commerce, entertainment, and history of Lower Manhattan, one of New York City’s oldest neighborhoods. Situated in the heart of the bustling Financial District, the Radisson provides 289 modern hotel rooms and suites within walking distance of attractions like One World Trade Center, the New York Stock Exchange, and the National September 11 Memorial. Participate in an on-demand exercise class on a Peloton Bike in our fitness center, and then reward yourself with breakfast at The Bailey, our on-site restaurant. Need to head to a corporate meeting in a different neighborhood? City-wide travel is a breeze thanks to our hotel’s prime location just minutes from the Wall Street subway station, served by the 2 and 3 trains, and the Broad Street subway station, served by the J and Z trains. Escape the city bustle and find a quiet oasis in one of our 289 hotel rooms. Unwind with thoughtful amenities like premium bedding, a smart TV and a versatile work station. You can also brew a hot cup of coffee or tea using the in-room Keurig® brewing machine and set the room to a comfortable temperature thanks to individual climate control. Company meetings, business seminars and social soirees come to life in our event facilities, which provide 2,975 square feet of space in the heart of New York’s Financial District. Our dedicated staff can help you arrange catering for up to 100 guests, and our audiovisual facilities make it easy to display presentations.                                 Wind down at the end of the day with a cold drink and a hearty meal at The Bailey Pub & Brasserie, our on-site dining venue. Each morning, enjoy a plate of delicious French toast, and in the evening, order favorites like fish and chips to go with your happy hour special. Whether you prefer to explore the energy and history of the Financial District or the tranquil serenity of Central Park, the Radisson places you within easy reach of the area’s top attractions. Take a stroll along Broadway, where you can take a selfie with the Charging Bull and Fearless Girl statues, and head to the New York Stock Exchange on Wall Street to see America's financial nerve center.",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
303,"Country Inn & Suites by Radisson, Lake George (Queensbury), NY",https://www.radissonhotels.com/en-us/hotels/country-inn-queensbury-lake-george-ny,1130 Route 9,                                        Queensbury,New York,12804," Located off I-87, the Country Inn & Suites by Radisson, Lake George (Queensbury), NY offers exceptional hotel rooms and suites with quick access to crystalline waters, picturesque mountains, and thrilling roller coasters. Here with kids? Walk to The Great Escape & Hurricane Harbor for thrill rides and live entertainment from May to October. The Lake George area also provides hiking, horseback riding, and craft brewery tours all year round. Our hotel is conveniently located near a Lake George Trolley stop, so you can even explore some of the area's top attractions without your car.After a day of adventure, take a dip in our indoor or outdoor pools, relax at the family picnic area, and let your kids burn off some energy at our on-site playground. Fuel up for your day with a free, hot breakfast, and cap off each evening with a soak in our hot tub. Our hotel also offers four complimentary electric car-charging stations. Unwind in your room or suite with a fresh cup of complimentary coffee, and stream your favorite shows using free high-speed Internet access. Each of our rooms includes a flat-screen TV, plus handy amenities like a hair dryer, a fridge, and a microwave. Our 624-square-foot meeting room can comfortably accommodate up to 30 guests for gatherings near Lake George. Enjoy free high-speed internet access, a 24-hour business center, and complimentary coffee and water service throughout your event. Experience the stunning scenery of the Adirondack region by hiking or biking along several mountain trails just minutes from our door. If you’re a thrill-seeker, head just next door for high-octane rides at The Great Escape & Hurricane Harbor. For indoor excitement, head to Adventure Family Fun Center to enjoy an afternoon of go-kart racing, laser tag, and arcade games. Other area favorites include:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
304,"Country Inn & Suites by Radisson, Rochester-Pittsford/Brighton, NY",https://www.radissonhotels.com/en-us/hotels/country-inn-rochester-ny,2835 Monroe Avenue,                                        Rochester,New York,14618," Whether you’re driving along Interstate 390, 490, or 590, the Country Inn & Suites by Radisson, Rochester-Pittsford/Brighton, NY is the perfect place for your entire family to recharge. In town for a graduation? Our hotel is just minutes from the University of Rochester and three other colleges, including St. John Fisher College. When you’re hungry, make your way to nearby downtown Rochester for a great meal.Grab a free weekday newspaper and fuel up for a busy day at our free, hot breakfast, served every morning. You can choose from delicious options like Belgian waffles, eggs, yogurts, and fruit. We also offer a fitness center, a 24-hour business center, and three Tesla charging stations to make your stay more convenient. Each of our 67 spacious rooms and suites makes Rochester feel more like home with amenities like free Wi-Fi, a flat-screen TV, and an in-room refrigerator. Brew a cup of coffee right in your room, and then wind down with your favorite cable shows in HD. Experience all the fun and excitement of the Finger Lakes when you stay at our Country Inn & Suites in Rochester. Catch a minor league baseball game at Frontier Field, or check out The Strong National Museum of Play for a family-friendly afternoon of toys, games, and fun. Fashion-lovers unite at the Pittsford Plaza, The Marketplace Mall, or Eastview Mall—all great places to shop till you drop. Favorite area attractions include:",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.5-MCID-5.svg
305,"Country Inn & Suites by Radisson, Rochester-University Area, NY",https://www.radissonhotels.com/en-us/hotels/country-inn-rochester-university-ny,797 E Henrietta Road,                                        Rochester,New York,14623," Just off Interstate 390 near Greater Rochester International Airport, the Country Inn & Suites by Radisson, Rochester-University Area, NY, offers quick access to the city's top attractions, including The Strong National Museum of Play. Several colleges, such as the University of Rochester, Rochester Institute of Technology, Monroe Community College, St. John Fisher College, and Nazareth College, are within three miles of the hotel, making us a well-suited accommodation for students and families.If you’re in town tending to loved ones at a nearby medical center, take advantage of our warm hospitality and convenient amenities like free parking and Wi-Fi to make travel easier. Our business center has a printer so you can print out medical forms or corporate documents, and our heated indoor pool is the perfect place to relax after a busy day. Feel rested and ready for your business meeting after you recharge in one of our 89 rooms and suites, each equipped with free Wi-Fi. Every room also includes a 32-inch flat-screen TV with HBO to help you unwind. Whether you're on a weeklong family vacation or have a free night during a business trip, take some time to enjoy sightseeing spots like the George Eastman Museum. If you have kids with you, don't miss the only African elephants in the state at Seneca Park Zoo or the Rochester Museum & Science Center, where they can learn to harness the power of the wind, build cars, and fire catapults.",https://www.tripadvisor.com/img/cdsi/img2/ratings/traveler/4.0-MCID-5.svg
