,name,description,streetAddress,addressLocality,addressRegion,addressCountry,postalCode,url,latitude,longitude,rating,brand
934,Hampton Inn Miami South Beach - 17th Street,"On the corner of the A1A/17th Street, we're one block from beachfront relaxation. Our neighborhood offers plenty of dining, and the Miami Beach Convention Center and Lincoln Road Mall are within a half-mile. Enjoy our 1700 Bar & Lounge, rooftop pool, and 24-hour Suite Shop. Your stay also includes hot breakfast and WiFi on us.",1700 Collins Avenue,Miami Beach,FL,US,33139,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-miami-south-beach-17th-street-MIASTHX/index.html,25.79258,-80.130028,4.5,Hampton Inn
935,Embassy Suites by Hilton Miami International Airport,"Our suites are three miles from Miami International Airport via free 24-hour shuttle. PortMiami and downtown are within 20 minutes. We have shuttle options to the cruise port, local attractions, Dolphin Mall, and more. Enjoy our outdoor pool and deck, free made-to-order breakfast, and complimentary evening reception.",3974 NW South River Drive,Miami,FL,US,33142,https://embassysuites3.hilton.com/en/hotels/florida/embassy-suites-by-hilton-miami-international-airport-MIASPES/index.html,25.805223,-80.25847499999998,3.5,Embassy Suites
936,The Gates Hotel South Beach - a DoubleTree by Hilton,"We’re on Collins Avenue, blocks from the beach via free shuttle. Lincoln Road shopping, Ocean Drive, and the free South Beach trolley are in walking distance. Enjoy our outdoor pool, spa services, fitness center, and a warm DoubleTree cookie at check-in. The cruise port is six miles away, and we’re 12 miles from Miami Airport.",2360 Collins Avenue,Miami Beach,FL,US,33139,https://doubletree3.hilton.com/en/hotels/florida/the-gates-hotel-south-beach-a-doubletree-by-hilton-MIAMHDT/index.html,25.799719,-80.128067,4,Doubletree
937,Hampton Inn Miami Airport East,"We're just off Route 953, three miles from Miami International Airport, where you can take our free shuttle. The University of Miami, American Airlines Arena and the shops and sidewalk cafés of Coconut Grove are all around a 20-minute drive from us. Miami Beach is 10 miles away. Refresh in our outdoor pool and enjoy daily hot breakfast and WiFi on us.",3449 NW 42nd Ave.,Miami,FL,US,33142,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-miami-airport-east-MIAAEHX/index.html,25.80574366,-80.26336539,4,Hampton Inn
938,Hilton Garden Inn Miami South Beach,"The beach and the boardwalk are one block from our hotel in the Collins Waterfront Historic District. A short walk will take you to numerous restaurants and bars. Miami Beach Convention Center, Lincoln Road Mall, and a wide selection of clubs are within a mile. Sleep well in our soundproofed rooms.",2940 Collins Avenue,Miami Beach,FL,US,33140,https://hiltongardeninn3.hilton.com/en/hotels/florida/hilton-garden-inn-miami-south-beach-MIASBGI/index.html,25.80580358,-80.12480888,4,Hilton Garden Inn
939,Hampton Inn Miami Beach - Mid Beach,"We're only one block from the relaxing surf and soft sand of Miami Beach. Spend your days relaxing in the sun, shopping, and dining nearby and at our own Piola Restaurant. Experience South Beach's famous nightlife, only a three-mile trip away. It's just 10 miles to Miami International Airport (MIA). Enjoy free hot breakfast daily and WiFi.",4000 Collins Ave,Miami Beach,FL,US,33140,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-miami-beach-mid-beach-MIACAHX/index.html,25.81266699,-80.12327747,4.5,Hampton Inn
940,Homewood Suites by Hilton Miami-Airport/Blue Lagoon,"We're surrounded by the serene waters of the Blue Lagoon, right next to Miami International Airport (MIA) and just 8.9 miles to the Port of Miami. Take advantage of our free shuttle to anywhere within two miles (including the airport). Many dining and shopping options are within five miles. During your stay, enjoy daily free hot breakfast and free WiFi.",5500 Blue Lagoon Drive Waterford Office Park,Miami,FL,US,33126,https://homewoodsuites3.hilton.com/en/hotels/florida/homewood-suites-by-hilton-miami-airport-blue-lagoon-MIABLHW/index.html,25.781509,-80.284508,4,Homewood Suites
941,Hampton Inn Crestview South  I-10,"Find us off I-10, half an hour from Florida's Gulf Coast beaches. Twin Hills Park and Peaden Brothers Distillery are seven minutes away, and a 15-minute drive will take you to the Emerald Coast Zoo. Start the day with free hot breakfast and enjoy a variety of restaurants within a mile of our hotel. Unwind by our outdoor pool and stay connected with free WiFi.",112 John King Road,Crestview,FL,US,32539,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-crestview-south-i-10-CEWJKHX/index.html,30.72097834,-86.56763611,4.5,Hampton Inn
942,Hampton Inn Niceville-Eglin Air Force Base,"You’ll find us just three miles from Niceville, next to the Rocky Bayou. It’s a great spot for swimming, fishing, boating and hiking. We’re about 20 minutes from Northwest Florida Regional Airport, and 15 from Eglin Air Force Base. You can learn about the base’s history at the adjacent Air Force Armament Museum. Our WiFi and hot breakfast are free.",4400 Ansley Drive,Niceville,FL,US,32578,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-niceville-eglin-air-force-base-NICFLHX/index.html,30.503,-86.4398,4.5,Hampton Inn
943,Hampton Inn & Suites Mary Esther-Fort Walton Beach,"Find us a half-mile off Highway 98, 10 minutes from Fort Walton Beach. We're  steps from Santa Rosa Mall and less than 10 minutes from Hurlburt Field Air Force Base. Free hot breakfast is an ideal start for Navarre Beach days on Santa Rosa Island, 20 minutes away. Enjoy free WiFi, an outdoor pool, and our 24-hour fitness center.",301 Hollywood Boulevard,Mary Esther,FL,US,32569,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-mary-esther-fort-walton-beach-VPSMEHX/index.html,30.41407527,-86.65738074,4.5,Hampton Inn
944,Hampton Inn Ft. Walton Beach,"We're right on the beach, and every room has a private patio or a balcony. Several restaurants are within walking distance, offering fresh seafood, and the Emerald Coast Convention Center is two minutes away. Dolphins at Gulfarium Marine Adventure Park are half a mile east. Relax any season in our heated outdoor pool. Daily hot breakfast and WiFi are on us.",1112 Santa Rosa Blvd.,Fort Walton Beach,FL,US,32548,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-ft-walton-beach-FWBHHHX/index.html,30.3972,-86.5985,4,Hampton Inn
945,Hilton Garden Inn Ft. Walton Beach,"Explore Okaloosa Island from our beachfront hotel, 10 minutes from central Fort Walton Beach. We're across the road from Emerald Coast Convention Center, next door to Gulfarium Marine Adventure Park, and a half-mile from Okaloosa Island Pier. We have meeting space with Gulf views for up to 500 guests, an outdoor lazy river, and a tiki bar.",1297 Miracle Strip Parkway SE,Fort Walton Beach,FL,US,32548,https://hiltongardeninn3.hilton.com/en/hotels/florida/hilton-garden-inn-ft-walton-beach-FWBGIGI/index.html,30.39517664,-86.59757559,4.5,Hilton Garden Inn
946,Home2 Suites by Hilton Destin,"Relax at nearby public beaches or seek adventure at The Track, boasting go-karts, thrill rides and bumper boats. Kids love Big Kahuna’s Water & Adventure Park, while parents can indulge in local Gulf-inspired cuisine. Or, if you feel like a cozy night, cook in your own in-suite kitchen. WiFi and breakfast are on us, and pets are welcome.",14060 Emerald Coast Parkway,Destin,FL,US,32541,https://home2suites3.hilton.com/en/hotels/florida/home2-suites-by-hilton-destin-DSIECHT/index.html,30.38661911,-86.45678843,4.5,Home2
947,Hampton Inn & Suites Destin,"We're on US-98, a five-minute walk from the beach. Family fun at Big Kahuna's Water & Adventure Park is 10 minutes west, and dozens of restaurants line the highway in both directions. The shops at Destin Commons are three miles away. Relax in our zero-entry outdoor saltwater pool and enjoy our fitness center. Hot breakfast and WiFi are on us.",1625 Scenic Hwy 98 East,Destin,FL,US,32541,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-destin-DSINEHX/index.html,30.3851,-86.46090000000002,4.5,Hampton Inn
948,Hampton Inn & Suites Destin-Sandestin Area,"We're right off US-98, five minutes from the white sands of Miramar Beach and walking distance from restaurants. Shopping at Silver Sands Premium Outlets is right across the highway. Take the family to Big Kahuna's Water & Adventure Park eight miles west. Relax and cool off in our outdoor pool, and enjoy free hot breakfast and free WiFi.",10861 Highway 98 W,Miramar Beach,FL,US,32550,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-destin-sandestin-area-DSIHSHX/index.html,30.379490000000004,-86.35607999999998,4,Hampton Inn
949,Hampton Inn & Suites Navarre,"Find us on the Emerald Coast, halfway between Fort Walton Beach and Pensacola. Gulf Coast seafood and Florida fun are easy to reach from our Highway 98 location, and Navarre Beach is four miles from our door. Santa Rosa Island and the Gulf Breeze Zoo are within 11 miles. Cool off in our outdoor pool, and enjoy free hot breakfast and WiFi.",7710 Navarre Parkway,Navarre,FL,US,32566,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-navarre-PNSNVHX/index.html,30.402388000000002,-86.900673,4.5,Hampton Inn
950,Hampton Inn & Suites Ocala - Belleview,"We're just off I-75, moments from several restaurants and a mile from the Don Garlits Museum of Drag Racing. Go for a ride at the Florida Horse Park and Gypsy Gold Horse Farm, both eight minutes away. Putt around at Royal Oaks Golf Club, 15 minutes away, or stay active in our fitness center. We've got WiFi and hot breakfast covered.",2075 SW Highway 484,Ocala,FL,US,34473,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-ocala-belleview-OCFSOHX/index.html,29.02620000000001,-82.1609,4.5,Hampton Inn
951,Homewood Suites by Hilton Ocala at Heath Brook,"Central Ocala and Historic Downtown Square are just over five miles away. With Ocala International Airport 10 minutes away, and Market Street shopping on the doorstep, we’re ideal for extended stays. West Marion Community Hospital is across the highway. WiFi, breakfast and evening socials, Monday – Thursday, are free. Make the most of your in-suite kitchen while you’re here.",4610 SW 49th Road,Ocala,FL,US,34474,https://homewoodsuites3.hilton.com/en/hotels/florida/homewood-suites-by-hilton-ocala-at-heath-brook-OCFHWHW/index.html,29.13750000000001,-82.1902,4.5,Homewood Suites
952,Hampton Inn & Suites Ocala,"Find us off I-75, two miles from the College of Central Florida and Paddock Mall. A 10-minute drive will take you to shopping and dining in Ocala Downtown Square. Sholom Park and Appleton Museum of Art are within nine miles. Start your day with our hot breakfast – it's free, just like our WiFi.",3601 SW 38th Avenue,Ocala,FL,US,34474,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-ocala-OCFSWHX/index.html,29.15163,-82.186348,4.5,Hampton Inn
953,Hilton Ocala,"Find our hotel in the heart of Florida’s horse country. Set on six acres of land, guests are invited to meet our resident Clydesdale Buddy before hanging out by the resort-style outdoor pool. We grow our own ingredients for Market Kitchen & Bar in the Chef’s Garden and offer yoga classes at The Reserve.",3600 Southwest 36th Ave,Ocala,FL,US,34474,https://www3.hilton.com/en/hotels/florida/hilton-ocala-OCFOHHF/index.html,29.155127,-82.18104,4.5,Hilton
954,Hilton Garden Inn Ocala Downtown,"We are located on the way to Ocala National Forest, right off Hwy 40. Enjoy the many restaurants that Historic Downtown Ocala and nearby Tuscawilla Historic District have to offer. The Ocala Civic Center is a great place to catch a local show. Relax in our two levels of outdoor terrace space. We also have an outdoor and indoor bar to grab a drink or bite to eat.",120 East Silver Springs Blvd.,Ocala,FL,US,34470,https://hiltongardeninn3.hilton.com/en/hotels/florida/hilton-garden-inn-ocala-downtown-OCFDTGI/index.html,29.18662386,-82.13565066,nager,Hilton Garden Inn
955,Hampton Inn Ft. Lauderdale Airport North Cruise Port,"We're off Highway 84, near I-95, six miles from Fort Lauderdale International Airport and Port Everglades cruise terminal – ride our shuttle for ease. Southland Shopping Center and nearby bites are in walking distance, and the convention center is 10 minutes away. Enjoy free hot breakfast, free WiFi, and our fitness center and indoor pool.",2301 SW 12th Avenue,Fort Lauderdale,FL,US,33315,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-ft-lauderdale-airport-north-cruise-port-FLLANHX/index.html,26.0918374,-80.156959,4.5,Hampton Inn
956,Embassy Suites by Hilton Fort Lauderdale 17th Street,"Our Fort Lauderdale suites are blocks from the Broward County Convention Center and two miles from the beach. The Sun Trolley, with routes across the whole neighborhood, stops right outside our hotel. We have an outdoor pool, patio, and discounted shuttles to and from Fort Lauderdale-Hollywood Airport and the cruise port. A free cooked-to-order breakfast is served daily.",1100 SE 17th Street,Fort Lauderdale,FL,US,33316,https://embassysuites3.hilton.com/en/hotels/florida/embassy-suites-by-hilton-fort-lauderdale-17th-street-FLLSOES/index.html,26.099663,-80.131638,4,Embassy Suites
957,Bahia Mar Fort Lauderdale Beach - a DoubleTree by Hilton Hotel,"We're next to the Fort Lauderdale beach, half a mile south of East Las Olas Boulevard. It's a four-mile drive to the cruise terminals at Port Everglades. We offer several aquatic adventures including sightseeing cruises, deep sea fishing, and scuba diving. Explore the Jungle Queen steamboat and lounge by our rooftop pool.",801 Seabreeze Blvd.,Fort Lauderdale,FL,US,33316,https://doubletree3.hilton.com/en/hotels/florida/bahia-mar-fort-lauderdale-beach-a-doubletree-by-hilton-hotel-FLLBMDT/index.html,26.112451,-80.105665,3.5,Doubletree
958,Hampton Inn & Suites Orlando-South Lake Buena Vista,"Find us off I-4 in Kissimmee. A Disney Good Neighbor hotel, we offer scheduled shuttle service to Walt Disney World® Resort, just three miles away. Two premium outlet malls are within five miles of our hotel, and Discovery Cove and SeaWorld are a half hour away. Enjoy free WiFi and hot breakfast, and our outdoor pool and whirlpool.",4971 Calypso Cay Way,Kissimmee,FL,US,34746,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-orlando-south-lake-buena-vista-MCOOSHX/index.html,28.338309000000002,-81.48205300000002,4,Hampton Inn
959,DoubleTree Suites by Hilton Orlando - Disney Springs™ Area,"We're an official Walt Disney World® hotel located just one mile away from shopping, dining, and entertainment at Disney Springs®. We offer advanced tee times and discounts at four nearby PGA golf courses. Enjoy our pool, whirlpool, splash pad, tennis court, and fitness center.",2305 Hotel Plaza Boulevard,Lake Buena Vista,FL,US,32830-2811,https://doubletree3.hilton.com/en/hotels/florida/doubletree-suites-by-hilton-orlando-disney-springs-area-MCOFHDT/index.html,28.375200000000003,-81.50880000000002,4,Doubletree
960,Hampton Inn Kissimmee North,"Just off US-441, we are within two miles of several restaurants and shops at The Crosslands and Loop West. Gatorland Amusement Park is just five minutes away. Orlando International Airport, Walt Disney World, and Universal Studios are all within 16 miles of our hotel. We have a fitness center, outdoor pool, meeting space, and on-site dining at First Watch Café.",3156 North Orange Blossom Trail,Kissimmee,FL,US,34741,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-kissimmee-north-ORLANHX/index.html,28.33666400000001,-81.404263,nager,Hampton Inn
961,Hilton Grand Vacations at Tuscany Village,"Find us between Walt Disney World, Disney Springs, Universal Orlando, SeaWorld Orlando, and Aquatica. We have a shuttle to the parks, and the I-Ride Trolley stops just outside our door. Orlando Vineland Premium Outlets is next door, connected by a private gate. Enjoy our two pools, poolside movies, sports courts, kids’ activity center, and lakeside trails.",8122 Arrezzo Way,Orlando,FL,US,32821,https://www3.hilton.com/en/hotels/florida/hilton-grand-vacations-at-tuscany-village-ORLINGV/index.html,28.3852,-81.488,4.5,Hilton Grand Vacations
962,Hampton Inn Orlando/Lake Buena Vista,"Find us off I-4, in the Lake Buena Vista area. We're less than two miles from Walt Disney World® – purchase tickets in our lobby and schedule our free shuttle, also covering Universal Orlando™. Orlando Premium Outlets, SeaWorld®, and Discovery Cove are within three miles. Enjoy free hot breakfast, free WiFi, and our outdoor pool.",8150 Palm Parkway,Orlando,FL,US,32836,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-orlando-lake-buena-vista-MCOLVHX/index.html,28.389961,-81.496184,4.5,Hampton Inn
963,Home2 Suites by Hilton Orlando / International Drive South,"Explore International Drive from your Home2 base. Enjoy great access to Walt Disney World Resort, Universal Orlando, SeaWorld, plus our free Disney shuttle bus. Ten miles away, you’ll find Gatorland to the east and the Holy Land Experience to the north. Start the day with free breakfast and finish it with some in-suite cooking. The WiFi's free and your pets are welcome.",12107 Regency Village Drive,Orlando,FL,US,32821,https://home2suites3.hilton.com/en/hotels/florida/home2-suites-by-hilton-orlando-international-drive-south-MCOINHT/index.html,28.389711,-81.486824,4.5,Home2
964,Hilton Garden Inn Lake Buena Vista/Orlando,"Walt Disney World® and SeaWorld® are both within four miles, and it's seven miles to Universal Orlando – our free shuttle will take you there. Head 15 minutes to Orange County Convention Center, and reach the airport in 14 miles. Breakfast and dinner are served daily in our Great American Grill. Enjoy our large outdoor pool and free WiFi.",11400 Marbella Palm Ct.,Orlando,FL,US,32836,https://hiltongardeninn3.hilton.com/en/hotels/florida/hilton-garden-inn-lake-buena-vista-orlando-MCOBVGI/index.html,28.392851,-81.492858,4,Hilton Garden Inn
965,Homewood Suites by Hilton Lake Buena Vista - Orlando,"Our quiet location is an easy 10-minute drive to both Walt Disney World® and SeaWorld®. Find great bargains right across the highway at the Orlando Vineland Premium Outlets. Plenty of family-friendly restaurant options are close by. Enjoy free daily hot breakfast, free WiFi, and a full in-suite kitchen.",11428 Marbella Palm Court,Orlando,FL,US,32836,https://homewoodsuites3.hilton.com/en/hotels/florida/homewood-suites-by-hilton-lake-buena-vista-orlando-MCOVSHW/index.html,28.39335800000001,-81.493138,3.5,Homewood Suites
966,Hampton Inn Daytona Beach/Beachfront,"We're on the Daytona Beachfront, a mile from the Boardwalk and Ocean Walk Shoppes. The Ocean Center and Main Street are five minutes from our door. Our outdoor pool has views of the Atlantic, grab a bite or enjoy a drink at our poolside Tiki Bar. WiFi, daily hot breakfast, and parking are on us.",1024 North Atlantic Avenue,Daytona Beach,FL,US,32118,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-daytona-beach-beachfront-DABBFHX/index.html,29.244627,-81.01616700000002,4.5,Hampton Inn
967,Hampton Inn Daytona Speedway-Airport,"Find us off I-95. We’re a mile from Daytona Beach International Airport and within walking distance of Daytona International Speedway. Volusia Mall and the University of Central Florida are within six minutes. Spend a day at the beach, just four miles from our doorstep. Start your day with our hot breakfast – it’s free, just like our WiFi. ",1715 W International Speedway Blvd.,Daytona Beach,FL,US,32114,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-daytona-speedway-airport-DABVLHX/index.html,29.194081,-81.06342,4,Hampton Inn
968,Homewood Suites by Hilton Daytona Beach Speedway-Airport,"We’re adjacent to racing action and one mile from Daytona Beach International Airport. Walk to Volusia Mall, NASCAR Headquarters, and One Daytona—an epicenter for shops, restaurants, and entertainment. Dine in using the kitchen in your suite. We offer free evening socials, Monday – Thursday. WiFi and breakfast are on us.",165 Bill France Blvd.,Daytona Beach,FL,US,32114,https://homewoodsuites3.hilton.com/en/hotels/florida/homewood-suites-by-hilton-daytona-beach-speedway-airport-DABHWHW/index.html,29.195042,-81.06707,4.5,Homewood Suites
969,Hilton Garden Inn Daytona Beach Oceanfront,"The white sands and surf of Daytona Beach are just beyond our back door. You'll find stores and restaurants across the road at Bellair Plaza. The boardwalk, Daytona Lagoon, and conventions at the Ocean Center are all three miles away. Cooked-to-order breakfast, lunch, and dinner are served daily at our Garden Grille & Bar. WiFi's on us.",2560 N. Atlantic Avenue,Daytona Beach,FL,US,32118,https://hiltongardeninn3.hilton.com/en/hotels/florida/hilton-garden-inn-daytona-beach-oceanfront-DABOFGI/index.html,29.26384224,-81.02603784,4.5,Hilton Garden Inn
970,Home2 Suites by Hilton Daytona Beach Speedway,"Off I-95, we’re across the street from Daytona International Speedway and a mile from NASCAR HQ. Embry-Riddle Aeronautical University and Daytona State College are both five minutes away, and Daytona Beach International Airport is two miles from our door. Enjoy an in-suite kitchen, daily free hot breakfast, and our outdoor pool. WiFi's on us and pets are welcome.",200 Fentress Blvd,Daytona Beach,FL,US,32114,https://home2suites3.hilton.com/en/hotels/florida/home2-suites-by-hilton-daytona-beach-speedway-DABGGHT/index.html,29.188345,-81.07777800000002,4,Home2
971,Home2 Suites by Hilton Ormond Beach Oceanfront,"Our all-suite beachfront hotel is in the Ormond Beach area along State Road A1A. Enjoy shopping at Beach Village Gift Shop and Ellinor Village Shopping Center, both five minutes' walk away. A variety of local eateries and fast food restaurants are located within a half-mile. Our outdoor pool deck features a heated saline pool, whirlpool spa, and a fire pit area.",711 S. Atlantic Ave.,Ormond Beach,FL,US,32176,https://home2suites3.hilton.com/en/hotels/florida/home2-suites-by-hilton-ormond-beach-oceanfront-DABHTHT/index.html,29.27339788,-81.03047806,4.5,Home2
972,Hampton Inn Daytona Shores-Oceanfront,"We're just off State Road A1A, right on the beach, within walking distance of restaurants. The Ocean Center and Daytona Beach Golf Club are both around five miles away. For racing thrills, Daytona International Speedway is less than 20 minutes from our door. Relax on our oceanfront pool deck, and enjoy daily hot breakfast and WiFi on us. ",3135 South Atlantic Avenue,Daytona Beach Shores,FL,US,32118,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-daytona-shores-oceanfront-DABFLHX/index.html,29.162823,-80.975163,4.5,Hampton Inn
973,Hampton Inn Daytona/Ormond Beach,"We're just off I-95, eight miles from Daytona Beach International Airport, the International Speedway, and the LPGA International golf course. Oceanside fun at Ormond Beach is six miles east, and you'll find several places to eat across the highway. AdventHealth Daytona Beach is five minutes away. Start your morning off right with free hot breakfast. WiFi is on us.",155 Interchange Boulevard,Ormond Beach,FL,US,32174,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-daytona-ormond-beach-DABOBHX/index.html,29.254955,-81.11760699999998,4.5,Hampton Inn
974,Hampton Inn & Suites Deland,"We're right where US-17 and US-92 meet, six minutes north of Stetson University and downtown DeLand. It's four miles to guided tours at Stetson Mansion, the home of the designer of the famous hat. Take the team to DeLand Little League Fields, Spec Martin Stadium, or Melching Field, three miles away. Start morning right with free hot breakfast. WiFi is on us.",20 Summit Oak Place,DeLand,FL,US,32720,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-deland-DABDEHX/index.html,29.05663738,-81.30514857,4.5,Hampton Inn
975,Hampton Inn Debary/Deltona,"Reach us off I-4, 20 minutes from Stetson University. Free hot breakfast is fuel for sandy days at Daytona Beach, half an hour from our door. We’re the closest hotel to Debary Sunrail Station, just five minutes away, where you can catch a train and be in Orlando in less than an hour. Ask us about our Orlando Airport shuttle. WiFi’s on us, and pets are welcome.",308 Sunrise Blvd.,Debary,FL,US,32713,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-debary-deltona-DEBFLHX/index.html,28.8721,-81.28710000000002,4.5,Hampton Inn
976,Embassy Suites by Hilton Destin Miramar Beach,"Our hotel offers access to a private beach, and is within three miles of Silver Sands Premium Outlet and world-class golf courses such as The Links. Baytowne Wharf, Big Kahuna’s Water Park, and The Track are less than a 20-minute drive away. Our made-to-order breakfast, outdoor pool, and evening reception complete your stay.",570 Scenic Gulf Drive,Destin,FL,US,32550,https://embassysuites3.hilton.com/en/hotels/florida/embassy-suites-by-hilton-destin-miramar-beach-DSIESES/index.html,30.37556450000001,-86.35806699999998,4.5,Embassy Suites
977,Hilton Garden Inn Destin Miramar Beach,"Located off Highway 98, our hotel offers direct access to Miramar Beach and the clear waters of the Gulf of Mexico. Enjoy world class golf, parasailing, and fishing all within a short distance. Explore some unmissable discounts at Silver Sands Premium Outlets, less than 5 minutes away. Relax with complimentary WiFi and our outdoor pool.",220 Scenic Gulf Drive,Miramar Beach,FL,US,32550,https://hiltongardeninn3.hilton.com/en/hotels/florida/hilton-garden-inn-destin-miramar-beach-VPSDMGI/index.html,30.376018,-86.352553,4,Hilton Garden Inn
978,Home2 Suites by Hilton Miami Doral West Airport,Find us just eight miles from MIA Airport – easily accessible with our free shuttle. Dolphin Mall and Miami International Mall can be reached in six minutes by car. Downtown and CityPlace Doral are both within a 10-minute drive. We’re only 1.5 miles to Jackson Memorial. Enjoy free WiFi and a heated outdoor pool at our pet-friendly hotel. Breakfast's on us.,8852 NW 26th Street,Doral,FL,US,33172,https://home2suites3.hilton.com/en/hotels/florida/home2-suites-by-hilton-miami-doral-west-airport-MIAWAHT/index.html,25.798401000000002,-80.33945200000002,nager,Home2
979,Hampton Inn Miami-Airport West,"We're in the Doral area, five miles from Miami International Airport with a daily free airport shuttle (5:00 AM - 1:00 AM). Three malls are within 15 minutes, and Miami Beach and the cruise port are a half-hour away. We've got free parking, an outdoor pool, and fitness center. Free WiFi and daily hot breakfast are included with every stay.",3620 NW 79th Avenue,Doral,FL,US,33166,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-miami-airport-west-MIAWEHX/index.html,25.808393,-80.325451,4,Hampton Inn
980,Hampton Inn & Suites Miami-Doral/Dolphin Mall,"Located off Ronald Reagan Turnpike in Doral, we’re walking distance from Miami Dade College – West Campus and two miles from Dolphin Mall. Miami International Airport and the University of Miami are less than 20 minutes away, and downtown Miami is a 16-mile drive. Enjoy free daily hot breakfast and free WiFi.",11600 NW 41st Street,Miami,FL,US,33178,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-miami-doral-dolphin-mall-MIAFLHX/index.html,25.811463,-80.384289,4,Hampton Inn
981,Hilton Garden Inn Miami Dolphin Mall,"We're next to Dolphin Mall, four miles from the International Conference Center and Florida International University. Miami International Airport and downtown are within 14 miles. Our restaurant, Bar Flamenco, serves tapas and craft cocktails every evening. Our Pavilion Pantry is open 24 hours for drinks and snacks.","1695 NW 111th Ave, Suite A",Sweetwater,FL,US,33172,https://hiltongardeninn3.hilton.com/en/hotels/florida/hilton-garden-inn-miami-dolphin-mall-MIADOGI/index.html,25.78955355,-80.37558886,4.5,Hilton Garden Inn
982,Homewood Suites by Hilton Miami Dolphin Mall,"The excitement of downtown Miami is just 20 minutes away. Closer to home, you'll have Dolphin Mall steps away and Miami International Mall within a mile. Fill up on free breakfast before teeing off at Costa Del Sol Golf Club, and finish the day at our complimentary evening social, Monday – Thursday. Make the most of free WiFi and your in-suite kitchen.","1695 NW 111th Avenue, Suite B",Sweetwater,FL,US,33172,https://homewoodsuites3.hilton.com/en/hotels/florida/homewood-suites-by-hilton-miami-dolphin-mall-MIADMHW/index.html,25.78941975,-80.37600454,4.5,Homewood Suites
983,Hilton Garden Inn Miami Airport West,"Flights at Miami International Airport are a 15-minute drive away, and we offer free parking. We're 12 miles from cruise ships at Port Miami. Florida International University, Hialeah Park Racing & Casino, and Miami International Mall are all within seven miles. Breakfast, lunch, and dinner are served daily in our Great American Grill.",3550 NW 74th Ave,Miami,FL,US,33122,https://hiltongardeninn3.hilton.com/en/hotels/florida/hilton-garden-inn-miami-airport-west-MIAAIGI/index.html,25.8093,-80.3173,4,Hilton Garden Inn
984,Homewood Suites by Hilton Miami - Airport West,"We're minutes away from Miami International Airport. Located near Palmetto Expressway and NW 36th Street, we're a convenient base for exploring the city. Enjoy access to our outdoor pool and basketball court, or join us for an evening social (Monday – Thursday). Your stay includes free WiFi, daily hot breakfast, and your own kitchen.",3590 NW 74th Avenue,Miami,FL,US,33122,https://homewoodsuites3.hilton.com/en/hotels/florida/homewood-suites-by-hilton-miami-airport-west-MIAWTHW/index.html,25.809,-80.3173,4.5,Homewood Suites
985,Hampton Inn & Suites Miami-Airport South-Blue Lagoon,"Our hotel is 10 minutes from Miami Airport via free shuttle – also covering Waterford Business Park at Blue Lagoon. Local bites are in walking distance, and we're within 12 miles of the city center, Port of Miami, and Miami Beach. Wake up to free hot breakfast and enjoy our free WiFi, fitness center, and outdoor pool and whirlpool.",777 NW 57th Avenue,Miami,FL,US,33126,https://hamptoninn3.hilton.com/en/hotels/florida/hampton-inn-and-suites-miami-airport-south-blue-lagoon-MIAHSHX/index.html,25.778814,-80.288247,4.5,Hampton Inn
986,DoubleTree by Hilton Tampa Rocky Point Waterfront,"Connected by the causeway, our location puts Clearwater Beach and downtown Tampa in easy reach. We're a 10-minute shuttle ride from Tampa International Airport. Watch bayside sunsets from your room, and enjoy the view from our waterfront grill. Every stay starts with our signature warm chocolate chip cookie.",3050 N. Rocky Point Dr. West,Tampa,FL,US,33607-5800,https://doubletree3.hilton.com/en/hotels/florida/doubletree-by-hilton-tampa-rocky-point-waterfront-TPARHDT/index.html,27.970343,-82.56955699999997,4,Doubletree
